number,short_description,description,urgency,state,story_points,acceptance_criteria,comments_and_work_notes,impact,priority,assigned_to,parent,active,backlog_type,assignment_group,product,sprint
557157,"As a VIP Dashboard user, I want to be able to visually see where I am located within the dashboard (through a bread crumb)","Imported user story",3 - Medium,Invalid,0 pts,"","",Moderate,Unassigned,"Rothman, Daniel R. (Government CIO)",,"true",Product,VIP Team,VA VIP Dashboard,
1018145,"As a KPI Alert user, I want a new line called ""Planned Start Date"" added to the KPI Alert Detail page","from 06/05/19 req meeting",3 - Medium,New,0 pts,"On KPI Alert Detail Page
	-Add another row for â€œPlanned Start Dateâ€? on scheduled alerts on the Alert Status section (right-hand side)
	-
 ","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
557159,"As an EPS user, I want to be able to link records when an EPS Code changes, in order to see the history of the project when pulling the EPS History Report.","Imported user story",3 - Medium,Invalid,0 pts,"","",Moderate,Unassigned,"Rothman, Daniel R. (Government CIO)",,"true",Product,VIP Team,VA VIP Dashboard,
557154,"As a Project Manager, I want to look at certain metrics with one click so that I can build canned/static reports [Medium]","Imported user story",3 - Medium,Invalid,0 pts,"","",Moderate,Unassigned,"Rothman, Daniel R. (Government CIO)",,"true",Product,VIP Team,VA VIP Dashboard,
557153,"As a VIP Dashboard user, I want the ability to save five queries, schedule and email reports [Medium]","Imported user story",3 - Medium,Invalid,0 pts,"","",Moderate,Unassigned,"Rothman, Daniel R. (Government CIO)",,"true",Product,VIP Team,VA VIP Dashboard,
571792,"As a member of PPO, I want to have correct naming pattern for Project/Build/Phase-Activity Date and Cost fields so that it aligns to the OMB naming pattern","""Pattern C"" in attached Excel Spreadsheet was agreed upon via email on 05/15/2017
Change all instances of Finish in a label in project phases and summary to Completion except for Project Finish Date (Planned)",3 - Medium,Invalid,0 pts,"","1. Rothman, Daniel R. (Government CIO) - Aug 9, 2017, 3:59 PM
Added: attachment 78109 (Naming Pattern for VIP Project Dates and Costs 2017-05-15 Rev 02.xlsx)",Minor,4 - Low Priority,"Edwards, William G. (GovernmentCIO)",,"true",Product,VIP Team,VA VIP Dashboard,
557156,"As a developer, I want to measure capacity and systems performance reporting so that reports are generated efficiently [High]","Imported user story",3 - Medium,Invalid,0 pts,"","",Moderate,Unassigned,"Rothman, Daniel R. (Government CIO)",,"true",Product,VIP Team,VA VIP Dashboard,
557155,"As a VIP Dashboard user, I want to generate reports with VA and OMB measurement methodology and VIP methdology so that reports contain the required information [High]","Imported user story",3 - Medium,Invalid,0 pts,"","",Moderate,Unassigned,"Rothman, Daniel R. (Government CIO)",,"true",Product,VIP Team,VA VIP Dashboard,
892846,"As a VIP Dashboard user, I would like to run a monthly report on Releases to see if a there is a pre prod release every month","CIO wants to see that every project is releasing to pre prod every month.",2 - High,Invalid,0 pts,"","",Significant,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
711317,"As a Project Manager, I want the ""Does this project release every 6 months?"" field in the Initiation Phase","Change ""(an OMB requirement: VIP requirements require more frequent releases)"" to state the following:

[Talk to team about this]",4 - Low,Invalid,0 pts,"","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
830361,"Helpdesk Service Request - #2793 - : Build eMail Alert","Details:
â€‹PPO IAs need to mark
OMBR=Yes in the OMB Monthly Tracker when a new build is approved for reportable
investments.  However, PPO IAs arenâ€™t always aware of when a PM approves
the build.  It is also challenging when an IA has a large number of
projects.  Is there a way to send an email alert to all IAs when the PM
sets â€˜Approve = Yesâ€™ for a reportable Build?  The
data in the email would be: Investment, Project, and Build number.  The
email would state that the build has been approved and the PPO IA should review
the data and update the Monthly OMB Tracker when all data is correct.
Project or Investment: All projects",3 - Medium,Invalid,0 pts,"Acceptance Criteria:
-Send an email anytime an approved Build is added or modified
-Send email only to the IA distribution list with the project for the Build
-Email should include basic information on what was changed (old and new values)
-The data in the email would be: Investment, Project, and Build name and structure ID.  The email would state that the build has been approved and the PPO IA should review the data and update the Monthly OMB Tracker when all data is correct.
-Also include the emails in the Word doc (attached)
 ","1. Srivastava, Namrata (GovernmentCIO.) - Sep 25, 2018, 12:15 PM
Added: attachment 126216 (FW New VIP Service Request - #2793.msg)

2. Perdue, Megan A. (Grant Thornton) - Mar 20, 2019, 10:02 AM
Added: attachment 147252 (20190306_Notification Non-Revise Changes_Dev Team Feedback.docx)",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
720709,"Install and configure reporting tool into development environment","Install and configure reporting tool into development environment",2 - High,Invalid,0 pts,"","",Major,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
823038,"As a VIP Dashboard user, I want to view descriptions for canned reports when I rollover the hyperlink so that I can select the correct report to access","As a VIP Dashboard user, I want to view descriptions for canned reports when I rollover the hyperlink so that I can select the correct report to access",4 - Low,Invalid,0 pts,"Acceptance Criteria:

-Ability to roll over hyperlink to individual reports to preview an image of the report and a description (descriptions will be attached to this user story)","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
587500,"As an OMB Administrator, I want to have Operational Analysis fields available to accommodate changes for the OMB 300B submission (Major Business Case Details)","As an OMB Administrator, I want to have Operational Analysis fields available to accommodate changes for the OMB 300B submission (Major Business Case Details)",3 - Medium,Invalid,0 pts,"Acceptance Criteria (9/14 backlog grooming):

-Verify that new fields titled ""Date of Analysis""; ""Analysis Results""; and ""Analysis Conclusion"" fields are implemented in a separate tab called ""Operational Analysis""
-New fields are not required initially, but have the ""OMB"" tag
-If date is entered in for ""Date of Analysis"", then ""Analysis Results"" is required
-""Date of Analysis"" cannot be later than current date
-If ""Date of Analysis"" is nulled, validation error will display


""Analysis Results"" will have text input field of 2500 char max

""Analysis Conclusion"" with drop down options available, including:
1. Continue as Is
2. Initiate Remediation Action
3. Initiate Innovation Action
4. Initiate Modernization/Replacement Action
5. Initiate Disposal Action
 ","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
585460,"As a member of the ATO, I want to be able to run a report on the new ATO system field names","from 09/06/2017 meeting:

Reporting Capabilities
-Need to know what VIP projects associated with a particular system
-Add fields as new search criteria 
   -EPMO-IA team has data calls where they need this data
   -Ability to filter projects by system type
   -Will need a monthly report to assess which projects need to modify their system identification
-Export to Excel to distribute and manipulate the report (e.g., hiding columns, etc)",3 - Medium,Invalid,0 pts,"","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
850780,"As a member of the VBO, I want to have the colors changed in the ""VIP Graphs Report""","As a member of the VBO, I want to have the colors changed in the ""VIP Graphs Report""",4 - Low,Invalid,0 pts,"Acceptance Criteria:

TBD until 508 compliance issue is addressed ","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
782527,"As a VIP Dashboard user, I want to have pop-ups that display a ""Save"" button to be changed to ""Add"" if the data is not saved to the database","As a VIP Dashboard user, I want to have pop-ups that display a ""Save"" button to be changed to ""Add"" if the data is not saved to the database",4 - Low,Invalid,0 pts,"","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
724621,"As a VIP Dashboard stakeholder, I want to submit information to the VBO regarding my request to make changes to the VIP Dashboard","As a VIP Dashboard stakeholder, I want to submit information to the VBO regarding my request to make changes to the VIP Dashboard",4 - Low,Invalid,0 pts,"","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
558619,"As a member of the VIPR team, I want the link to the VIPR site in the VIP Dashboard to be updated","""The left side VIPR link should go to this link: https://vaww.vashare.oit.va.gov/sites/dmo/vipr/  "" (Jim Pollard, VIPR Team)",3 - Medium,Invalid,0 pts,"","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
830347,"Helpdesk Service Request - #2795 - Add VASI System Name and VIPR Title to EPS Rollup report",".",2 - High,New,3 pts,"Acceptance Criteria:
-Determine how to display
-Change the column header name
  -""VASI"" and ""VIPR"" should be the column titles
-Data must be in the same column so the ID # corresponds to the system name/title
-Format should be
   -VASI: ""#### - System Name""
   -VIPR: ""V##-#### - Title""
  - Use commas to separate the IDs if there are multiple tied to the record
  -Identify way to display if there is no title for VASI/VIPR
-Do not need to add search parameter field for VASI/VIPR","1. Srivastava, Namrata (GovernmentCIO.) - Sep 25, 2018, 12:11 PM
Added: attachment 126215 (FW New VIP Service Request - #2795.msg)",Significant,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
958437,"As an IA, I want email notifications every time a Build is added, becomes active, or is modified for a project record so I can stay updated on project changes",".",3 - Medium,Invalid,0 pts,"Acceptance Criteria:
-Email to IAs (update later, Megan)
-Email Subject Line: ""VIP Non-Revise Notification: [Investment Name/Project Name]""
-
-Notifications for when changes are made to one or any of these fields

	-Â·        What is your Build Start Date? (Projected or Actual)
	-Â·        What is your Build Completion Date? (Projected or Actual)
	-Â·        What is your Build Cost? (Projected or Actual)
	-Â·        If Build is changed to approved","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
868735,"As a PPO Investment Analyst, I want to view the status of VIP Dashboard Help Desk tickets so that I can monitor progress for my relevant tickets","As a PPO Investment Analyst, I want to view the status of VIP Dashboard Help Desk tickets so that I can monitor progress for my relevant tickets",4 - Low,Invalid,0 pts,"","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
600915,"As a Project Manager, I want to have Critical Decision 2 (CD2) information displayed in the Product Phase page so that I can quickly view CD2 approvals for project releases","As a Project Manager, I want to have Critical Decision 2 information displayed in the Product Phase page so that I can quickly view CD2 approvals for project releases",3 - Medium,Invalid,0 pts,"","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
720723,"Implement ability to execute test suites for VIP project records in Rational","Implement ability to execute test suites for VIP project records in Rational",4 - Low,Invalid,0 pts,"","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
961367,"All Modules - Compile list of all MS Edge/Chrome browser issues on the VIP Dashboard","Details:

     User Role: Any

     Systems Affected: Users with Microsoft Edge in Windows 10, and possibly Chrome

     Manual/Automation:

     Repeatable: Consistent only in Edge/Windows 10

     Impacted Population: Users of Edge in Windows 10

     Actual Outcome vs Expected Outcome:

     Steps to Reproduce: Open a page with expand/collapse sections in Microsoft Edge in Windows 10 and determine that arrow icons are not displayed
 ",4 - Low,New,0 pts,"Prioritize this for Sprint 2-OY2 (internal Sprint)

Technical Action Items:
 
	-Research if CAG machines have MS Edge (Krishna)
	-If not possible, peer testing with user who has the browser
	-Research how to incorporate MS Edge into automation testing scripts (Shubra) - Closed: can't do it
	-Test Edge issue in Chrome (Krishna)
	-Then test in IE11 with emulation option
	-Look into issues in Google Chrome browser
	-Assess theory that Chrome issues are Edge issuesGrooming Action Items:
 
	-Identify MS Edge users
	-Conduct quick Dashboard UAT
	-Compile list of issues (Sprint 2, internal) (Krishna)
Initial List of Issues:
	-Icon not showing in Edge/Chrome in Windows 10 for section collapse/expand pane
	-""Is Active"" radio button is not enabled","",Minor,4 - Low Priority,"Edwards, William G. (GovernmentCIO)",,"true",Product,VIP Team,VA VIP Dashboard,
831426,"As the CIO, I want to view all project information in a placemat report so that I can report to Congress","As the CIO, I want to view all project information in a placemat report so that I can report to Congress",2 - High,New,0 pts,"","",Major,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
733692,"As a VIP Dashboard user, I want to have a digital form to make dashboard enhancement requests","Digitize the intake form so users can make enhancement requests and/or provide background information prior to conducting a requirements meeting",4 - Low,Invalid,0 pts,"-Finalize the Intake Form content and flow
-Create a SharePoint list for the form
-Add a link to the online form to the VIP Dashboard
-Test script development
-UAT","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
1012915,"As a Portfolio Liaison user, I want a system-generated email sent 24 hours after an Alert has been created",".",3 - Medium,New,3 pts,"Acceptance criteria:
	-Send an email whenever an Alert is triggered (24 hours after first email) to same recipients
	-The Portfolio Liaison will receive daily reminder emails after the trigger until he/she changes the Status of the KPI Alert field from â€˜initialâ€™ to UNDER REVIEW
	-Use same language as other email, but add ""REMINDER"" to beginning of Subject line in email
	-Frequency: once a day until alert is changed from ""Initial"" to ""Under Review"" or another option
	-Time of day: morning would be ideal, but not a concern
Daily reminder email will trigger 24 hours after the alert was created; email should have same content as initial email with added ""reminder"" language

Questions for stakeholders:
	-Language for Reminder email
	-Frequency of reminder email
	-What time of day to send
	-When to stop it/after how long","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
891625,"Technical Work - Review approved security testing tools","Technical Work - Review approved security testing tools",4 - Low,New,0 pts,"Acceptance Criteria:
 
	-Security testing tool is selected by team","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
977828,"As a Project Manager I want to see Pause Status History on Project Summary Page so that I can track pause status of the project","As a Project Manager I want to see Pause Status History on Project Summary Page so that I can track pause status of the project",4 - Low,New,0 pts,"Acceptance Criteria:
-Include all data in the Pause pop-up in a grid (Pause Status, Type, Actual Start Date, Planned End Date, Projected End Date, Actual End Date, Reason)
-New section to Project Summary page, called ""Pause History Information""
-New section goes after Risks and before Management Reviews
-Only display this section if project is current in the Pause Status

Action Items:
1. Determine if the Pause Status data is already loaded on the Project Summary page
2. Determine and confirm how to display the Pause Status (no big red banner)
3. Confirm new section header name","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
619760,"As a member of the VBO, I want to view performance metrics in the VIP Dashboard so that I can make performance management decisions","See attached email",3 - Medium,Invalid,0 pts,"","1. Rothman, Daniel R. (Government CIO) - Nov 8, 2017, 11:57 AM
Added: attachment 89103 (EXTERNAL Fwd FW VBO performance indicatorsBusiness Owner---Metric POC.msg)",Major,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
557196,"Ability to change FY information while editing an EPS record","Imported user story",3 - Medium,Invalid,0 pts,"Add functionality that would allow the user to change FY information while in a record. For example if I opened a record under FY17 while I am in the record I can change the dropdown to the new FY and the data will be pulled up rather than going back out to the first screen to change the FY. (Chuck Reed, UAT)","",Moderate,Unassigned,"Rothman, Daniel R. (Government CIO)",,"true",Product,VIP Team,VA VIP Dashboard,
557190,"As a VIP administrator, I want to null fields within the VIP project lifecycle so that I can bypass project lifecycle validations","Imported user story",4 - Low,Invalid,0 pts,"","",Moderate,Unassigned,"Rothman, Daniel R. (Government CIO)",,"true",Product,VIP Team,VA VIP Dashboard,
557192,"As a Revise Approver, I want to see the Structure/Activity ID for a revise request in different pages","Imported user story",3 - Medium,Invalid,0 pts,"Acceptance Criteria:Structure/Activity ID should be added to the following pages: Create Revise Record; Update Revise Record; Revisions Tab (Investment record)","",Moderate,Unassigned,"Rothman, Daniel R. (Government CIO)",,"true",Product,VIP Team,VA VIP Dashboard,
557191,"As a member of PPO, I want updates to the VIP project lifecycle validations so that they conform to OMB standards","Imported user story.",2 - High,Invalid,2 pts,"Acceptance Criteria (provided by Donna Quinn via email on 5/18):


1.       All OMBR activities (except the Close Out Phase Activity) that have an actual start date, must have an actual cost to save the close-out phase actual finish date.

2.       In order to move from product Build or project phase to Close-Complete, user should be required to fill out the minimum fields for the Close-Out phase activity (planned and projected start/finish dates and costs) in order to save the move.We do not have the close-out activity and project finish dates tied together. If a project moves to close-out phase without a close out phase activity (i.e. Closed-Stopped) they may still have build costs that are not reported to OMB until invoices are validated","",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"true",Product,VIP Team,VA VIP Dashboard,
757660,"As a VIP user, I would like to use the VIP Dashboard in browsers other than IE","Spend time analyzing the use of the VIP Dashboard on browsers other than Internet Explorer (IE)
Determine what VA officially supports (e.g., definitely IE, and more so Chrome now)",3 - Medium,Invalid,0 pts,"","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
557198,"Remove the va.gov read-only access and create a new group for read-only","Imported user story",4 - Low,Invalid,0 pts,"","",Moderate,Unassigned,"Rothman, Daniel R. (Government CIO)",,"true",Product,VIP Team,VA VIP Dashboard,
557197,"As an Investment Manager, I want to use date range search criteria under the Revisions tab and have a separation of investment revises vs. project revises","Provide user story name and context to Donna regarding acceptance criteria",3 - Medium,New,0 pts,"Acceptance Criteria (from 03/06/19 req mtg):
o   Change label to â€œApproved/Request Dateâ€?
o   Filter on date range
o   Add filter field for â€œProject-Levelâ€? and â€œInvestment-Levelâ€?","",Moderate,Unassigned,"Rothman, Daniel R. (Government CIO)",,"true",Product,VIP Team,VA VIP Dashboard,
891623,"Technical Work - Review approved load testing tools","Technical Work - Review approved load testing tools",4 - Low,New,0 pts,"Acceptance Criteria:
 
	-Tool for load testing is selected by team","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
557199,"Put an access denied on the landing page and a Â‘request accessÂ’ link","Imported user story",4 - Low,Invalid,0 pts,"","",Moderate,Unassigned,"Rothman, Daniel R. (Government CIO)",,"true",Product,VIP Team,VA VIP Dashboard,
850796,"As a VIP Dashboard user, I want to see title headers for all reports in the ""Reports & Data"" module","As a VIP Dashboard user, I want to see title headers for all reports in the ""Reports & Data"" module",4 - Low,Invalid,0 pts,"","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
958417,"As a member of the Dev Team, I want to store all product information in ServiceNow instead of Rational because I don't like Rational",".",3 - Medium,New,8 pts,"Tasks:
****Confirm if new enhancements to SN can or should be completed before Dev Team migrates to SN (Namrata)

What Dev Team needs:
-Talk to Reed/Cristina about Service Now (Namrata)
-Create program for VIP Dashboard in SN (complete)
-Create group and add team members to the program in SN (In-Progress)
-Determine how to migrate data from Rational to SN
   -Set-up call with Tim to go over Rational and see what data we are using
   -Determine how much Rational data there is (limits to migration sizes) for each Rational tool
   -Develop list of requirements for migration


Tasks:
1. Create new interface for ServiceNow (SN) from Rational
    a. Jeff to touch base with SN Team
    b. Meet with Rational team to map where the current fields would go in SN
2. Migrate the Product Backlog to SN, including defects
3. Export out test cases and scripts
    a. Verify how this can be done and if additional software can be resolved
4. Confirm team access and permissions/roles
5. Migrate over previous Sprint info
6. Migrate over document collections
7. Locate list of requirements from Dan","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
909846,"As a VIP Dashboard user, I want to view reports based on security permissions so that not all reports are available","As a Product Owner, I want to have a UI interface to pull data from the VIP Dashboard so that I can quickly send it to leadership and stakeholders",4 - Low,Invalid,0 pts,"","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
777926,"As an Investment Analyst, I want to update project risks and impact ratings so that they are consistent with investment level risks","As an Investment Analyst, I want to update project risks and impact ratings so that they are consistent with investment level risks",3 - Medium,Invalid,0 pts,"","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
824693,"As a VIP Dashboard user, I want to view master report titled ""Portfolio Metrics for Projects""","As a VIP Dashboard user, I want to view and access a report titled ""Portfolio Metrics for Projects"" so that I can view different project information",3 - Medium,Invalid,0 pts,"Acceptance Criteria:

-Ability to view and access the following report URL links from Report & Data page:

	-Overdue Project Phase 
	-Product Phase Build Compliance 
	-Product Phase Release Check 
	-Close-Out Phase Date Check 
	-Paused Projects-Data for each of the links above will match the data shown in the attached Excel spreadsheet
-Ability to use all SSRS functionality, including Filter, Export, and Print

 
 
","1. Rothman, Daniel R. (Government CIO) - Sep 17, 2018, 12:46 PM
Copied from work item 823043.",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
905929,"508 Compliance - Kendo Grid","To resolve 508 compliance issues on the home page of the VIP Dashboard",3 - Medium,New,8 pts,"3/27/2019

1. Keyboard Navigation 
2. Focus visibility
3. Test grid using JAWS or other tool
4. All buttons on grid should be clickable through keyboard

Action Item:
Can we implement this centrally? Bill will test this.
Compile list of SharePoint issues
Compile central list of items to resolve



508 compliance issues:

1. Headings are not tagged for assistive technology issue:
Examples:
1.  On the home page the text VIP Home visually appears as a heading, but is not tagged as a heading for assistive technology users. (New: 11/15/2018)
2.  On the bottom of the home page the text Department of Veterans Affairs and Latest Review reads as a heading with assistive technology programs. This is regular paragraph text that appears at the bottom of the page and should not be tagged as heading text. (New: 11/15/2018)
3.  On the Reports and Data page the heading VIP Reports visually appears as a heading, but is not tagged as a heading for assistive technology users. (New: 11/16/2018)
4.  On the Management Reviews page the text VIP Management Reviews visually appears as a heading, but is not tagged for assistive technology users. (New: 11/19/2018)

2. Invisible instruction text is present when the viewport size is changed
Example:
1.  On the home page when the viewport size is changed instructions are read above the main navigation with assistive technology programs. These instructions do not appear visually on the page and should not be read. (New: 11/15/2018)

3. The name, role, state or value of user interface elements in the product cannot be understood
Example:
1.  A carousel is displayed visually on the homepage. There are several slides that can be clicked with a mouse. This information is read as a list of 4 items with assistive technology programs. (New: 11/15/2018)
2.  An expanding and collapsing function is available on the home page to hide the text content of main navigation links and display icons visually. The name of this function is not read by assistive technology programs. (New: 11/15/2018)
3.  The state of the function to change the view of main navigation elements and expand or collapse content is not read by assistive technology programs. Assistive technology users do not know when this section has been expanded or collapsed. (New: 11/15/2018)

4. Functionality of content is not operable through a keyboard interface:
Examples:
1.  On the home page the carousel that is displayed can only be accessed with a mouse. Keyboard users cannot access any of the slides to change the view. (New: 11/15/2018)
2.  On the Edit Links page drag and drop functions cannot be accessed with a keyboard. Users can only select links to drag and drop using a mouse. (New: 11/19/2018)

5. Moving, blinking, scrolling or auto-updating content is used, and there is no mechanism for the user to pause, stop, or hide the content.
Example:
Â·       On the home page a carousel is displayed. There is no mechanism available to pause, stop or hide the carousel contents. (New: 11/15/2018)

6.  Text or images of text have a contract ratio less than 4:5:1
Examples:
Â·       On the home page the link labeled: Edit Links has a color contrast ratio of 2.0:1. (New: 11/15/2018)
1.  On the home page the mouse over indication for the main navigation starting with VBO has a color contrast ratio of 2.2:1. (New: 11/15/2018)
2.  On the Create a Help Desk Ticket page the text: (1) Critical has a color contrast ratio of 2.6:1. (New: 11/16/2018)
3.  On the VBO page under Policy and Guidance the VIP Lifecycle Interactive Graphic has color contrast ratios of: 2.1:1, 3.3:1, 2.4:1, and 4.0:1. (New: 11/19/2018)","1. Perdue, Megan A. (Grant Thornton) - Apr 9, 2019, 2:33 PM
Added: attachment 150004 (27720 VIP SharePoint Tool Interim Audit Report 11 19 2018.docx)",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
560478,"As a VIP Dashboard, I want to see updates to the homepage metrics so that I can the delivery rate for OMB reportable builds","This is OMB's definition for schedule and cost calculations extracted from the catalog:

Cost Calculations

Cost Variance ($)  = Sum All Planned Activities Costs minus Sum of all Actual Activities Costs (If no actual cost is available use projected cost)
Cost Variance (%) = (Cost Variance ($) / Sum of Planned total cost) X 100
Cost Status = Cost Variance (%) is color coded to Federal IT Dashboard <10% is green; >=10% and <30% is yellow and >=30% is red

Schedule Calculations

For each activity measure it's variance in days under the following conditions:
â€¢New activities that are not started will have a variance if the current date reflects a date past the projected start date
â€¢In progress activities will have a variance if the current date reflects a date past the planned completion date
â€¢In progress activities will have a variance if the projected completion date is past the planned completion date
â€¢Completed activities will have a variance if the actual completion date is past the planned completion date

Schedule Variance Days = The project schedule variance is calculated in days based on the latest planned completion date of all activities minus the latest or actual projected completion date of all activities.
Project Duration = The project duration (needed to calculate variance percentage) is based on the latest planned completion date of all activities minus the earliest planned start date of all activities
Schedule Variance Percentage = (Schedule Variance Days/duration) x 100
Schedule Status is color coded to Federal IT Dashboard <10% is green; >=10% and <30% is yellow and >=30% is red


With that said for each of the metrics they have the following additional filters:
â€¢ Percent of OMB Projects On Schedule - Since Start of OMB Tracking & Percent of OMB Projects On Budget - Since Start of OMB Tracking
â€¢ Uses OMB Reportable projects in VIP + PMAS Projects that were OMB Reportable.  These are the metrics OMB displays on the Federal IT Dashboard.
â€¢ Percent of OMB Projects On Schedule  & Percent of OMB Projects On Budget
â€¢ Uses only OMB Reportable projects in VIP.
â€¢ Percent of all VIP Projects On Schedule & Percent of all VIP Projects On Budget
â€¢ Uses all projects in VIP.",3 - Medium,Invalid,0 pts,"Acceptance Criteria:","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
571800,"As a Revise Approver, I want the ""Go to Revise Approval"" button in the Pending Revise Request list page to open a new window or tab","Development team must determine feasibility of this change.",4 - Low,Invalid,0 pts,"","",Minor,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
557226,"As a member of the VIP Audit Group, I want to have the VIP Audit page in the Administration module to be updated so that data is more user friendly and exportable","PWS Requirement",3 - Medium,Invalid,0 pts,"Note: This is not time sensitive and is not mandatory to be completed by end of 2017 calendar (Backlog Grooming 10/5)

Acceptance Criteria (09/21 Backlog Grooming):

-New security group will be added called ""VIP Audit Group"", which will have permissions to access only the ""Audit & Logs"" links in the Administration module
-This group will not have access to other Administration module links (Unauthorized message should appear)
-This group will have view-only access to other modules of the VIP Dashboard

-Rename the ""View VIP Logs"" link in the Administration module to ""VIP Audit Logs""
-Page will include a Search Criteria grid that includes the following fields: Date Range calendar fields; Drop-down with pre-defined date range (30 Days, 60 Days, 90 Days, 180 Days) and custom dates
-Default results for this page will display last 30 days

-Columns in this page will include the following: User Full Name; Date of Last Access; Time of Last Access --> Refer to attached Excel spreadsheet template produced by Namrata

 ","1. Rothman, Daniel R. (Government CIO) - Oct 6, 2017, 12:24 PM
Added: attachment 85369 (UsersWhoAccessedVIPInLast30Days_Template.xlsx)",Moderate,Unassigned,"Edwards, William G. (GovernmentCIO)",,"true",Product,VIP Team,VA VIP Dashboard,
557225,"As an OMB administrator, I want to capture and automate the CIO rating submission process so that I can quickly submit CIO rating data to OMB","Current process: Separate XML file for CIO Rating file

Should be built into the OMB Submission tool

-PWS requirement",3 - Medium,New,0 pts,"Acceptance Criteria (12/6):

-Part of the OMB Submission Tool
-In first tab for Generate Files, option will appear for users to include CIO Rating information as part of Non-Revise XML generation","",Moderate,Unassigned,"Rothman, Daniel R. (Government CIO)",,"true",Product,VIP Team,VA VIP Dashboard,
729842,"As a VIP Dashboard user, I want to view schedule and cost variance metrics for VIP project records so that I can see how VIP projects are performing","As a VIP Dashboard user, I want to view schedule and cost variance metrics for VIP project records so that I can see how VIP projects are performing

 ",3 - Medium,Invalid,0 pts,"Acceptance Criteria:

-Ability to view metrics in separate page in Reports module
-All security groups have access to view metrics
-For these two variance reports, replicate the ITDB format and look and feel (from email "" VIP Dashboard Landing Page Metrics"" on 08/02/2017"")
-Data needs to be live
-Users will need the ability to select the Investment to see the metric data (dropdown should have all of the Investments)
-Options to select ""All"" or ""OMB Only"" after selecting the Investment
-Display the Investment Name

**Gather additional feedback from N. Love on 05/03

Priority for metrics:
1. Schedule Variance in days for an Activity: Planned Completion Date - Actual or Projected Completion Date
2. Cost Variance: Planned Total Costs - Projected or Actual Total Cost","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
959435,"[Placeholder] Make ""Contract #"" a required field on Contract pop-up",".",3 - Medium,Resolved,0 pts,"","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
