number,short_description,description,urgency,state,story_points,acceptance_criteria,comments_and_work_notes,impact,priority,assigned_to,parent,active,backlog_type,assignment_group,product,sprint
557215,"Investment - CIO Rating Comment does not display if initial CIO Comment is deleted","""Was able to edit, view and delete CIO comments. After deleting CIO rating and adding another comment, the new information did not save or show in the comments area."" (Raymond Kinyon, UAT 5/25)",3 - Medium,Resolved,0 pts,"","",Moderate,Unassigned,"Rothman, Daniel R. (Government CIO)",,"true",Product,VIP Team,VA VIP Dashboard,
712040,"Manage Investments - User with read only access is able to view Investment Record page with error messages","When user enters URL http://vhacdwtms01d:86/SitePages/InvestmentRecord.aspx , user is able to view record page then error message is displayed - an error was received while trying to get your data, try again later. When user selects Manage Investment, Add Investment button is disabled.

Manage Investments - User with read only access is able to view Investment Record page with error messages",4 - Low,Resolved,,"","",Minor,4 - Low Priority,"Srivastava, Namrata (GovernmentCIO.)",,"true",Product,VIP Team,VA VIP Dashboard,
557206,"Dev Team Admin - All triggers must be reviewed to ensure they can handle being passed multiple records in the temp Insert or Delete tables","The audit triggers already do this, but others, such as the ProjectDate_InserUpdate trigger may throw an error (or worse, may not process all records) if passed multiple records in a single call.",3 - Medium,Resolved,0 pts,"","",Moderate,Unassigned,"Rothman, Daniel R. (Government CIO)",,"true",Product,VIP Team,VA VIP Dashboard,
654402,"Helpdesk #2115 - Structure ID is not pulling the correct activity ID for Manage Investment Revise display","Helpdesk #2115 - Structure ID is not pulling the correct activity ID for Manage Investment Revise display",2 - High,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Jan 11, 2018, 8:22 AM
Added: attachment 95483 (RE StructureActivity ID.msg), attachment 95484 (RE New VIP Service Request - #2151.msg)",Significant,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",648918,"true",Product,VIP Team,VA VIP Dashboard,
655527,"Helpdesk 2172 -Change of Structure ID for VBMS Phase 7 Build 14.1","Helpdesk 2172 -Change of Structure ID for VBMS Phase 7 Build 14.1",1 - Critical,Resolved,,"","1. Srivastava, Namrata (GovernmentCIO.) - Jan 12, 2018, 2:26 PM
Added: attachment 95697 (RE New VIP Service Request - #2172.msg)",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",648918,"true",Product,VIP Team,VA VIP Dashboard,
638975,"Create and Schedule Windows service to access Production Database and sharepoint to send notification/remove user/update last logged in date","Create and Schedule Windows service to access Production Database and sharepoint to send notification/remove user/update last logged in date",1 - Critical,Resolved,,"","",Major,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",622900,"true",Product,VIP Team,VA VIP Dashboard,
643382,"QA testing","QA testing",3 - Medium,Resolved,,"","",Significant,Unassigned,"Perdue, Megan A. (Grant Thornton)",643363,"true",Product,VIP Team,VA VIP Dashboard,
836242,"Project - Before moving to Close Out Phase, all Builds should have Actual Completion Date if an Actual Start Date has been provided","Project - Before moving to Close Out Phase, all Builds should have Actual Completion Date if an Actual Start Date has been provided

Acceptance Criteria (10/03):
-Ensure Actual Completion Date is available for a Build when the Actual Start Date to the Close Out Phase
-Update the error message for when this business rule is not satisfied",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
557204,"Revise (Revise Approval Page)  - Keep the selection of reason in grid for the rows with checkbox unchecked and Save button is clicked","1. Select reason for all items in approve revise list
2. Uncheck few check boxes
3. Click on Save button
4. When grid reloads reason selected in rows for Step 2 is also resetting",4 - Low,Resolved,0 pts,"","",Moderate,Unassigned,"Rothman, Daniel R. (Government CIO)",,"true",Product,VIP Team,VA VIP Dashboard,
574540,"All Modules - Update ""Unauthorized"" message","Update ""Unauthorized"" message",4 - Low,Resolved,,"","",Minor,Unassigned,"Edwards, William G. (GovernmentCIO)",,"true",Product,VIP Team,VA VIP Dashboard,
827412,"Project - Helpdesk Service Request - #2782 - Users are not able to see Pause Related information for a project when they view project in view mode as ""Place in Pause Status"" button is disabled",".",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
632654,"Change code to make Production Release as default for Activity Type","Change code to make Production Release as default for Activity Type",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",631141,"true",Product,VIP Team,VA VIP Dashboard,
632656,"Dev Testing","Dev testing",3 - Medium,Resolved,,"","",Moderate,Unassigned,"Srivastava, Namrata (GovernmentCIO.)",631141,"true",Product,VIP Team,VA VIP Dashboard,
990168,"Initiation Phase-when user attempts to save a revise change, validation error occurs for missing phone number","I noticed when I go to a close out project and try to edit revise fields in initiation phase, there is a validation error for user phone number. Not sure why it is not captured initially.
 
UAT Project ID: 1209040900",4 - Low,Resolved,,"","",Moderate,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
966991,"OMB Tool - to capture blank values in database and display errors when testing XML files","Details:

     User Role:

     Systems Affected:

     Manual/Automation:

     Repeatable:

     Impacted Population:

     Actual Outcome vs Expected Outcome:

     Steps to Reproduce:
 n/a",2 - High,New,,"","",Significant,Unassigned,"Unassigned",,"true",Product,VIP Team,VA VIP Dashboard,
